part,company,country,city,price,date
51060-032,Buzzbean,Germany,Düsseldorf,992.94€,2018-10-15 19:10:41
49738-105,Eimbee,France,Amiens,451.96€,2018-10-15 21:00:47
24385-268,Thoughtmix,Portugal,Amadora	,193.79€,2018-10-15 21:22:32
49288-0655,Shufflebeat,Portugal,Porto,-16.04€,2018-10-15 23:56:54
55566-2100,Wordify,United States,New York,$626.58,2018-10-16 02:39:43
62756-707,Buzzbean,Germany,Düsseldorf,157.63€,2018-10-16 02:57:33
49999-737,Yozio,Greece,Patras,899.83€,2018-10-16 04:02:51
0268-6107,Thoughtmix,Portugal,Amadora	,476.83€,2018-10-16 09:21:16
51346-145,Ntags,Portugal,Lisbon,977.56€,2018-10-16 10:21:55
65044-3014,Shufflebeat,Portugal,Porto,860.77€,2018-10-16 12:21:48
54973-9150,Shufflebeat,Portugal,Porto,846.29€,2018-10-16 12:34:21
55700-014,Brainsphere,Portugal,Braga,675.7€,2018-10-16 12:37:36
0268-1128,Shufflebeat,Portugal,Porto,964.69€,2018-10-16 16:32:06
49349-106,Twitterbeat,France,Annecy,1105.61€,2018-10-16 16:40:31
68462-565,Gabtune,France,Lyon,991.7€,2018-10-16 17:40:48
52125-136,Thoughtmix,Portugal,Amadora	,539.22€,2018-10-16 19:11:30
68084-595,Ntags,Portugal,Lisbon,221.33€,2018-10-16 19:22:41
70253-307,Zooxo,United Kingdom,London,£707.24,2018-10-16 19:24:04
10237-832,Teklist,Netherlands,Arnhem,465.98€,2018-10-16 21:12:41
10578-049,Twitterbeat,France,Annecy,820.48€,2018-10-16 22:22:31
58668-4281,Shufflebeat,Portugal,Porto,447.44€,2018-10-17 00:09:57
0268-1401,Buzzbean,Germany,Düsseldorf,915.44€,2018-10-17 00:40:10
21695-267,Zooxo,United Kingdom,London,£295.44,2018-10-17 02:34:20
49999-737,Chatterbridge,Spain,Barcelona,840.33€,2018-10-17 04:30:40
58118-5060,Lajo,Greece,Thessaloniki,255.2€,2018-10-17 05:51:27
10237-832,Ntags,Portugal,Lisbon,251.96€,2018-10-17 07:02:51
54092-515,Buzzbean,Germany,Düsseldorf,779.36€,2018-10-17 07:24:34
54868-6311,Zooxo,United Kingdom,London,£490.03,2018-10-17 07:29:44
0699-7041,Twitterbeat,France,Annecy,808.56€,2018-10-17 10:23:40
49348-574,Yozio,Greece,Patras,322.12€,2018-10-17 10:40:33
50458-560,Twitterbeat,France,Annecy,962.88€,2018-10-17 10:58:02
0268-1401,Wordify,United States,New York,$856.65,2018-10-17 11:01:31
52125-444,Chatterbridge,Spain,Barcelona,272.33€,2018-10-17 11:07:02
36800-952,Thoughtmix,Portugal,Amadora	,246.69€,2018-10-17 11:11:21
49738-105,Chatterbridge,Spain,Barcelona,453.68€,2018-10-17 11:26:20
51346-126,Gabcube,Portugal,Almada,154.72€,2018-10-17 11:32:01
68462-565,Zooxo,United Kingdom,London,£735.52,2018-10-17 13:25:49
13537-468,Wordify,United States,New York,$757.16,2018-10-17 14:22:01
10237-832,Thoughtmix,Portugal,Amadora	,632.93€,2018-10-17 14:56:27
68462-565,Realpoint,Portugal,Lisbon,1139.71€,2018-10-17 15:06:57
16714-295,Chatterbridge,Spain,Barcelona,847.57€,2018-10-17 23:11:30
52959-433,Zooxo,United Kingdom,London,£307.9,2018-10-17 23:16:54
52125-136,Twitterbeat,France,Annecy,912.48€,2018-10-17 23:24:26
62011-0219,Brainsphere,Portugal,Braga,870.66€,2018-10-17 23:54:16
49520-501,Chatterbridge,Spain,Barcelona,816.34€,2018-10-18 00:52:37
0268-6107,Twitterbeat,France,Annecy,464.35€,2018-10-18 02:05:24
0268-6107,Ntags,Portugal,Lisbon,466.89€,2018-10-18 03:46:53
49520-501,Ntags,Portugal,Lisbon,582.4€,2018-10-18 04:26:02
17156-617,Ntags,Portugal,Lisbon,722.76€,2018-10-18 04:57:21
41167-0843,Twitterbeat,France,Annecy,493.8€,2018-10-18 05:02:22
51138-049,Zooxo,United Kingdom,London,£762.45,2018-10-18 05:05:56
0268-6107,Twitterbeat,France,Annecy,492.67€,2018-10-18 05:18:05
24385-268,Shufflebeat,Portugal,Porto,235.6€,2018-10-18 05:27:41
62670-4404,Twitterbeat,France,Annecy,629.75€,2018-10-18 06:12:57
65044-3014,Twitterbeat,France,Annecy,709.1€,2018-10-18 07:52:11
21695-267,Wordify,United States,New York,$438.16,2018-10-18 15:41:20
76117-001,Twitterbeat,France,Annecy,987.24€,2018-10-18 15:47:02
54868-5165,Buzzbean,Germany,Düsseldorf,1068.12€,2018-10-18 17:58:35
24286-1562,Twitterbeat,France,Annecy,434.23€,2018-10-18 19:01:04
0268-1604,Chatterbridge,Spain,Barcelona,98.89€,2018-10-18 19:04:44
54973-9150,Thoughtmix,Portugal,Amadora	,890.23€,2018-10-18 21:03:14
67046-030,Wordify,United States,New York,$167.55,2018-10-18 21:06:11
41163-428,Brainsphere,Portugal,Braga,129.59€,2018-10-18 21:38:22
41167-0843,Twitterbeat,France,Annecy,682.73€,2018-10-19 01:32:53
58668-4281,Thoughtmix,Portugal,Amadora	,1493.21€,2018-10-19 02:48:11
52125-136,Shufflebeat,Portugal,Porto,590.14€,2018-10-19 03:11:36
98132-889,Twitterbeat,France,Annecy,219.67€,2018-10-19 06:53:02
65044-3014,Twitterbeat,France,Annecy,797.56€,2018-10-19 07:02:40
58596-001,Wordify,United States,New York,$487.3,2018-10-19 07:59:19
49349-842,Yozio,Greece,Patras,607.08€,2018-10-19 09:20:13
51079-947,Zooxo,United Kingdom,London,£587.8,2018-10-19 11:10:21
48951-4042,Wordify,United States,New York,$254.05,2018-10-19 11:45:09
58118-5060,Roodel,Portugal,Aranhas,152.32€,2018-10-19 12:44:02
51346-126,Thoughtmix,Portugal,Amadora	,161.06€,2018-10-19 13:03:32
52343-025,Shufflebeat,Portugal,Porto,894.68€,2018-10-19 14:53:23
54973-9150,Brainsphere,Portugal,Braga,976.29€,2018-10-19 15:08:48
51138-049,Shufflebeat,Portugal,Porto,1372.43€,2018-10-19 19:03:08
17156-617,Thoughtmix,Portugal,Amadora	,927.51€,2018-10-19 21:42:01
49035-530,Thoughtmix,Portugal,Amadora	,972.38€,2018-10-19 22:25:46
62011-0219,Thoughtmix,Portugal,Amadora	,807.5€,2018-10-19 22:31:12
54973-9150,Wordify,United States,New York,$935.99,2018-10-19 23:00:41
0228-2167,Shufflebeat,Portugal,Porto,1332.95€,2018-10-19 23:02:18
10237-832,Twitterbeat,France,Annecy,491.81€,2018-10-20 00:59:14
67544-356,Zooxo,United Kingdom,London,£552.79,2018-10-20 01:54:00
65044-3014,Thoughtmix,Portugal,Amadora	,832.62€,2018-10-20 02:32:02
62756-707,Chatterbridge,Spain,Barcelona,420.89€,2018-10-20 04:04:12
50458-560,Twitterbeat,France,Annecy,602.1€,2018-10-20 06:55:01
43419-018,Twitterbeat,France,Annecy,340.22€,2018-10-20 08:56:34
10267-2529,Thoughtmix,Portugal,Amadora	,345.6€,2018-10-20 09:04:09
54473-578,Thoughtmix,Portugal,Amadora	,138.08€,2018-10-20 09:15:44
62011-0219,Roodel,Portugal,Aranhas,866.99€,2018-10-20 10:52:07
49999-737,Eimbee,France,Amiens,893.66€,2018-10-20 11:25:31
51346-145,Brainsphere,Portugal,Braga,897.26€,2018-10-20 12:37:06
51138-049,Twitterbeat,France,Annecy,1030.48€,2018-10-20 14:02:54
37205-992,Wordify,United States,New York,$432.41,2018-10-20 14:06:31
76335-006,Buzzbean,Germany,Düsseldorf,358.18€,2018-10-20 15:01:34
0268-1128,Buzzbean,Germany,Düsseldorf,1636.19€,2018-10-20 16:01:51
52380-1102,Wordify,United States,New York,$490.94,2018-10-20 19:21:34
16729-167,Buzzbean,Germany,Düsseldorf,217.17€,2018-10-20 19:39:19
68233-011,Thoughtmix,Portugal,Amadora	,534.3€,2018-10-20 21:50:17
10578-049,Gabcube,Portugal,Almada,829.36€,2018-10-20 22:18:33
54868-0823,Twitterbeat,France,Annecy,176.93€,2018-10-21 00:26:04
52125-136,Twitterbeat,France,Annecy,677.36€,2018-10-21 01:27:59
24385-268,Thoughtmix,Portugal,Amadora	,326.78€,2018-10-21 02:15:45
24286-1562,Roodel,Portugal,Aranhas,310.66€,2018-10-21 03:20:21
21695-267,Twitterbeat,France,Annecy,398.67€,2018-10-21 04:26:24
68180-121,Thoughtmix,Portugal,Amadora	,803.38€,2018-10-21 05:47:44
55856-0003,Thoughtmix,Portugal,Amadora	,689.85€,2018-10-21 09:29:47
51523-002,Zooxo,United Kingdom,London,£1264.1,2018-10-21 10:30:15
70253-307,Shufflebeat,Portugal,Porto,827.98€,2018-10-21 12:53:24
76314-002,Wordify,United States,New York,$479.31,2018-10-21 13:44:25
0699-7041,Brainsphere,Portugal,Braga,815.76€,2018-10-21 14:38:53
70253-307,Roodel,Portugal,Aranhas,998.94€,2018-10-21 18:01:12
49349-471,Shufflebeat,Portugal,Porto,958.36€,2018-10-21 
68180-121,Shufflebeat,Portugal,Porto,1155.43€,2018-10-21 
51346-145,Ntags,Portugal,Lisbon,980.11€,2018-10-21
52380-1102,Buzzbean,Germany,Düsseldorf,507.93€,2018-10-22 00:03:09
52959-433,Thoughtmix,Portugal,Amadora	,337.1€,2018-10-22 00:30:47
0228-2167,Shufflebeat,Portugal,Porto,1579.56€,2018-10-22 01:02:31
50563-113,Shufflebeat,Portugal,Porto,476.09€,2018-10-22 03:39:50
13537-259,Brainsphere,Portugal,Braga,839.17€,2018-10-22 04:49:25
49349-842,Shufflebeat,Portugal,Porto,499.08€,2018-10-22 05:57:58
42254-213,Ntags,Portugal,Lisbon,242.4€,2018-10-22 08:33:07
10267-2529,Chatterbridge,Spain,Barcelona,415.39€,2018-10-22 08:48:40
76314-002,Twitterbeat,France,Annecy,463.28€,2018-10-22 09:21:19
51138-049,Thoughtmix,Portugal,Amadora	,1014.35€,2018-10-22 09:34:47
44946-1046,Buzzbean,Germany,Düsseldorf,408.93€,2018-10-22 10:49:25
55700-014,Gabcube,Portugal,Almada,692.16€,2018-10-22 11:09:37
0268-1128,Zoonder,United States,Boston,$1024.06,2018-10-22 11:55:39
98132-889,Roodel,Portugal,Aranhas,225.06€,2018-10-22 13:19:14
76454-100,Twitterbeat,France,Annecy,118.46€,2018-10-22 13:32:58
67046-030,Chatterbridge,Spain,Barcelona,157.4€,2018-10-22 13:35:19
49349-820,Twitterbeat,France,Annecy,373.12€,2018-10-22 13:36:04
49035-530,Rhycero,France,Arcueil,1016.73€,2018-10-22 16:32:33
68084-172,Avaveo,France,Nice,214.42€,2018-10-22 16:44:02
58118-5060,Twitterbeat,France,Annecy,219.51€,2018-10-22 18:46:08
54868-6311,Ntags,Portugal,Lisbon,343.28€,2018-10-22 19:17:16
51531-9500,Thoughtmix,Portugal,Amadora	,1093.12€,2018-10-22 20:57:15
0268-1604,Teklist,Netherlands,Arnhem,122.52€,2018-10-23 01:03:47
51346-145,Buzzbean,Germany,Düsseldorf,933.75€,2018-10-23 02:15:19
0185-0373,Thoughtmix,Portugal,Amadora	,980.16€,2018-10-23 04:04:09
65044-3014,Thoughtmix,Portugal,Amadora	,602.27€,2018-10-23 05:17:53
17156-617,Roodel,Portugal,Aranhas,879.71€,2018-10-23 06:02:14
49348-574,Thoughtmix,Portugal,Amadora	,279.62€,2018-10-23 07:34:47
0268-6107,Eimbee,France,Amiens,481.77€,2018-10-23 08:22:52
21695-931,Chatterbridge,Spain,Barcelona,711.05€,2018-10-23 12:18:55
0268-6107,Ntags,Portugal,Lisbon,462.82€,2018-10-23 13:43:01
0699-7041,Shufflebeat,Portugal,Porto,667.72€,2018-10-23 15:30:53
76454-100,Zooxo,United Kingdom,London,£153.79,2018-10-23 17:20:00
65044-3014,Thoughtmix,Portugal,Amadora	,846.78€,2018-10-23 19:36:15
62011-0219,Wordify,United States,New York,$878.35,2018-10-23 22:06:52
16590-177,Twitterbeat,France,Annecy,1381.08€,2018-10-23 22:49:46
76117-001,Shufflebeat,Portugal,Porto,1130.13€,2018-10-23 23:53:55
54092-515,Shufflebeat,Portugal,Porto,796.06€,2018-10-24 00:18:24
62670-4404,Wordify,United States,New York,$289.28,2018-10-24 04:43:44
0228-2167,Zooxo,United Kingdom,London,£719.83,2018-10-24 06:12:06
50458-560,Zoonder,United States,Boston,$1046.98,2018-10-24 06:44:57
36987-1697,Zooxo,United Kingdom,London,£889.18,2018-10-24 07:21:51
0228-2167,Thoughtmix,Portugal,Amadora	,742.87€,2018-10-24 08:21:14
54473-578,Brainsphere,Portugal,Braga,187.79€,2018-10-24 09:32:19
16729-167,Thoughtmix,Portugal,Amadora	,685.36€,2018-10-24 10:23:21
24286-1562,Ntags,Portugal,Lisbon,382.74€,2018-10-24 10:37:25
0268-6107,Brainsphere,Portugal,Braga,503.83€,2018-10-24 11:09:55
0603-6134,Buzzbean,Germany,Düsseldorf,807.22€,2018-10-24 14:25:39
59779-028,Brainsphere,Portugal,Braga,91.86€,2018-10-24 15:36:19
54868-0823,Twitterbeat,France,Annecy,115.12€,2018-10-24 16:00:48
68084-595,Chatterbridge,Spain,Barcelona,96.36€,2018-10-24 16:13:54
65044-3014,Thoughtmix,Portugal,Amadora	,709.45€,2018-10-24 19:08:29
58596-001,Zooxo,United Kingdom,London,£414.19,2018-10-24 20:46:02
59779-028,Eimbee,France,Amiens,1342.27€,2018-10-24 20:46:42
65044-3014,Teklist,Netherlands,Arnhem,668.16€,2018-10-24 22:01:48
55154-5057,Ntags,Portugal,Lisbon,778.01€,2018-10-25 02:45:56
42254-213,Zooxo,United Kingdom,London,£219.87,2018-10-25 04:00:03
55700-014,Brainsphere,Portugal,Braga,665.1€,2018-10-25 04:01:45
49349-820,Gabtune,France,Lyon,665.84€,2018-10-25 04:56:25
41167-0843,Shufflebeat,Portugal,Porto,584.84€,2018-10-25 05:32:27
54868-6311,Thoughtmix,Portugal,Amadora	,314.77€,2018-10-25 07:59:34
49520-501,Chatterbridge,Spain,Barcelona,678.86€,2018-10-25 08:29:40
10237-832,Ntags,Portugal,Lisbon,158.89€,2018-10-25 10:29:42
62756-707,Eimbee,France,Amiens,199.68€,2018-10-25 13:40:19
54868-5165,Twitterbeat,France,Annecy,830.88€,2018-10-25 15:13:53
13537-259,Shufflebeat,Portugal,Porto,777.66€,2018-10-25 16:21:25
68752-024,Twitterbeat,France,Annecy,893.32€,2018-10-25 16:52:44
0185-0373,Thoughtmix,Portugal,Amadora	,987.65€,2018-10-25 17:02:25
52380-1102,Twitterbeat,France,Annecy,449.27€,2018-10-25 17:02:37
49520-501,Twitterbeat,France,Annecy,848.12€,2018-10-25 19:24:27
68084-172,Twitterbeat,France,Annecy,602.6€,2018-10-25 19:36:59
0615-7679,Twitterbeat,France,Annecy,459.21€,2018-10-25 19:54:03
10237-832,Teklist,Netherlands,Arnhem,754.14€,2018-10-25 20:54:38
49348-574,Brainsphere,Portugal,Braga,380.05€,2018-10-26 00:03:47
49349-820,Bubblemix,Japan,Asaka,¥46300.73,2018-10-26 01:06:45
67544-356,Zooxo,United Kingdom,London,£736.67,2018-10-26 01:10:41
51523-002,Rhycero,France,Arcueil,576.28€,2018-10-26 03:22:16
76117-001,Eimbee,France,Amiens,970.12€,2018-10-26 03:36:20
54123-957,Zoonder,United States,Boston,$211.14,2018-10-26 04:30:08
68180-121,Gabcube,Portugal,Almada,1051.58€,2018-10-26 04:56:11
48951-4042,Eimbee,France,Amiens,232.42€,2018-10-26 05:18:14
0615-7679,Zooxo,United Kingdom,London,£457.41,2018-10-26 06:46:22
51523-002,Brainsphere,Portugal,Braga,518.2€,2018-10-26 08:44:35
49288-0655,Ntags,Portugal,Lisbon,161.15€,2018-10-26 10:48:31
49349-820,Thoughtmix,Portugal,Amadora	,794.07€,2018-10-26 10:58:58
65044-3014,Zooxo,United Kingdom,London,£688.49,2018-10-26 11:14:33
55566-2100,Chatterbridge,Spain,Barcelona,521.8€,2018-10-26 11:26:22
52959-433,Gabcube,Portugal,Almada,338.41€,2018-10-26 14:34:49
44946-1046,Wordify,United States,New York,$441.55,2018-10-26 19:00:49
0268-1401,Ntags,Portugal,Lisbon,1096.18€,2018-10-26 21:25:10
52125-136,Riffpath,Greece,Heraklion,867.45€,2018-10-26 21:34:25
0268-1401,Buzzbean,Germany,Düsseldorf,866.18€,2018-10-26 22:17:57
42254-213,Shufflebeat,Portugal,Porto,201.5€,2018-10-26 22:51:27
0268-6107,Chatterbridge,Spain,Barcelona,471.43€,2018-10-26 23:31:06
49520-501,Avaveo,France,Nice,706.93€,2018-10-27 02:52:21
65044-3014,Buzzbean,Germany,Düsseldorf,668.36€,2018-10-27 10:22:07
16729-167,Zoonder,United States,Boston,$705.27,2018-10-27 11:59:38
76454-100,Riffpath,Greece,Heraklion,154.49€,2018-10-27 13:19:46
49349-471,Zoonder,United States,Boston,$775.4,2018-10-27 13:25:07
65044-3014,Eimbee,France,Amiens,820.61€,2018-10-27 16:20:45
76335-006,Eimbee,France,Amiens,467.59€,2018-10-27 17:04:22
55289-164,Thoughtmix,Portugal,Amadora	,258.98€,2018-10-27 19:30:28
0615-7679,Yozio,Greece,Patras,279.52€,2018-10-27 20:36:36
54868-0823,Chatterbridge,Spain,Barcelona,138.3€,2018-10-27 22:06:25
62742-4030,Zoonder,United States,Boston,$591.53,2018-10-27 23:49:47
51346-145,Roodel,Portugal,Aranhas,966.41€,2018-10-28 00:11:36
35356-325,Thoughtmix,Portugal,Amadora	,455.91€,2018-10-28 00:57:11
0603-6134,Avaveo,France,Nice,819.4€,2018-10-28 01:55:29
10237-832,Shufflebeat,Portugal,Porto,883.64€,2018-10-28 02:19:03
52343-025,Twitterbeat,France,Annecy,973.32€,2018-10-28 02:41:18
35356-325,Ntags,Portugal,Lisbon,811.68€,2018-10-28 04:02:14
0268-6107,Chatterbridge,Spain,Barcelona,460.58€,2018-10-28 09:40:33
49288-0285,Ntags,Portugal,Lisbon,710.86€,2018-10-28 10:50:01
50458-560,Bubblemix,Japan,Asaka,¥57651.54,2018-10-28 15:43:12
44946-1046,Bubblemix,Japan,Asaka,¥49210.46,2018-10-28 15:47:52
55289-164,Brainsphere,Portugal,Braga,353.11€,2018-10-28 17:20:00
51531-9500,Chatterbridge,Spain,Barcelona,960.87€,2018-10-28 17:24:10
44946-1046,Twitterbeat,France,Annecy,408.2€,2018-10-28 18:38:52
55856-0003,Thoughtmix,Portugal,Amadora	,661.63€,2018-10-28 19:19:12
0268-1604,Twitterbeat,France,Annecy,126.75€,2018-10-28 21:25:09
68233-011,Shufflebeat,Portugal,Porto,465.19€,2018-10-28 22:17:04
54092-515,Eimbee,France,Amiens,770.4€,2018-10-28 23:09:50
55154-5057,Zoonder,United States,Boston,$1270.71,2018-10-29 02:31:02
52125-444,Roodel,Portugal,Aranhas,281.34€,2018-10-29 02:56:26
24385-268,Thoughtmix,Portugal,Amadora	,205.44€,2018-10-29 07:36:51
13537-259,Thoughtmix,Portugal,Amadora	,818.71€,2018-10-29 07:47:18
61398-0828,Shufflebeat,Portugal,Porto,414.39€,2018-10-29 10:36:25
70253-307,Wordify,United States,New York,$1010.52,2018-10-29 11:45:17
16477-306,Buzzbean,Germany,Düsseldorf,946.03€,2018-10-29 12:26:24
16590-177,Shufflebeat,Portugal,Porto,247.0€,2018-10-29 13:38:26
52959-433,Brainsphere,Portugal,Braga,330.49€,2018-10-29 15:22:16
49738-105,Twitterbeat,France,Annecy,510.08€,2018-10-29 17:42:37
65044-3014,Shufflebeat,Portugal,Porto,747.52€,2018-10-29 17:42:58
60505-2867,Gabcube,Portugal,Almada,207.05€,2018-10-29 17:50:57
49349-471,Twitterbeat,France,Annecy,795.28€,2018-10-29 19:21:47
16714-295,Ntags,Portugal,Lisbon,108.83€,2018-10-29 20:01:50
67046-030,Buzzbean,Germany,Düsseldorf,169.78€,2018-10-29 20:12:09
37205-992,Roodel,Portugal,Aranhas,332.07€,2018-10-29 20:29:19
50563-113,Zooxo,United Kingdom,London,£628.78,2018-10-29 22:04:24
37205-951,Zoonder,United States,Boston,$158.93,2018-10-30 02:04:45
49348-574,Yozio,Greece,Patras,293.56€,2018-10-30 04:36:42
35356-325,Zooxo,United Kingdom,London,£329.73,2018-10-30 06:05:58
51079-947,Zooxo,United Kingdom,London,£632.94,2018-10-30 06:07:45
62756-707,Thoughtmix,Portugal,Amadora	,258.31€,2018-10-30 07:14:51
52125-136,Ntags,Portugal,Lisbon,369.53€,2018-10-30 07:22:45
58668-4281,Thoughtmix,Portugal,Amadora	,1086.43€,2018-10-30 10:19:09
76117-001,Thoughtmix,Portugal,Amadora	,1040.19€,2018-10-30 10:29:55
37205-951,Thoughtmix,Portugal,Amadora	,282.92€,2018-10-30 11:10:11
10237-832,Shufflebeat,Portugal,Porto,877.38€,2018-10-30 15:43:09
0268-1401,Chatterbridge,Spain,Barcelona,671.49€,2018-10-30 17:02:56
16729-167,Rhycero,France,Arcueil,474.54€,2018-10-30 18:14:18
68180-121,Chatterbridge,Spain,Barcelona,801.27€,2018-10-30 18:32:07
36987-1697,Buzzbean,Germany,Düsseldorf,965.35€,2018-10-30 19:49:54
62756-707,Twitterbeat,France,Annecy,28.13€,2018-10-30 21:21:40
0268-1604,Shufflebeat,Portugal,Porto,153.53€,2018-10-30 22:10:46
48951-4042,Zooxo,United Kingdom,London,£167.38,2018-10-31 01:21:07
70253-307,Shufflebeat,Portugal,Porto,852.58€,2018-10-31 02:28:52
68084-595,Yozio,Greece,Patras,195.12€,2018-10-31 02:46:47
52343-025,Brainsphere,Portugal,Braga,688.37€,2018-10-31 02:53:41
17156-617,Zoonder,United States,Boston,$945.35,2018-10-31 04:52:14
0228-2167,Roodel,Portugal,Aranhas,705.36€,2018-10-31 05:58:36
10267-2529,Twitterbeat,France,Annecy,469.72€,2018-10-31 07:15:21
67544-356,Thoughtmix,Portugal,Amadora	,511.68€,2018-10-31 07:16:48
49349-842,Brainsphere,Portugal,Braga,445.41€,2018-10-31 08:50:43
37205-951,Shufflebeat,Portugal,Porto,287.65€,2018-10-31 09:54:44
52343-025,Zooxo,United Kingdom,London,£668.27,2018-10-31 10:17:51
35356-325,Wordify,United States,New York,$894.12,2018-10-31 11:26:55
61398-0828,Twitterbeat,France,Annecy,458.36€,2018-10-31 14:44:41
16477-306,Thoughtmix,Portugal,Amadora	,1160.71€,2018-10-31 21:52:34
0268-1401,Twitterbeat,France,Annecy,836.12€,2018-11-01 02:01:52
13537-259,Shufflebeat,Portugal,Porto,555.78€,2018-11-01 02:21:26
51060-032,Wordify,United States,New York,$726.09,2018-11-01 10:23:05
16590-177,Avaveo,France,Nice,938.51€,2018-11-01 11:16:49
67544-356,Thoughtmix,Portugal,Amadora	,781.44€,2018-11-01 11:32:54
16729-167,Realpoint,Portugal,Lisbon,393.22€,2018-11-01 11:46:55
62756-707,Twitterbeat,France,Annecy,170.92€,2018-11-01 13:00:19
52380-1102,Ntags,Portugal,Lisbon,305.81€,2018-11-01 15:55:25
37205-951,Twitterbeat,France,Annecy,155.32€,2018-11-01 18:19:40
16729-167,Chatterbridge,Spain,Barcelona,144.35€,2018-11-01 19:05:11
55700-014,Chatterbridge,Spain,Barcelona,697.39€,2018-11-02 00:49:12
68084-172,Gabcube,Portugal,Almada,493.85€,2018-11-02 01:24:36
52343-025,Shufflebeat,Portugal,Porto,936.03€,2018-11-02 03:01:10
49967-724,Zoonder,United States,Boston,$651.38,2018-11-02 03:32:08
41163-428,Thoughtmix,Portugal,Amadora	,145.73€,2018-11-02 04:21:46
37205-951,Shufflebeat,Portugal,Porto,298.41€,2018-11-02 06:45:56
49349-106,Roodel,Portugal,Aranhas,343.96€,2018-11-02 06:47:30
70253-307,Buzzbean,Germany,Düsseldorf,998.59€,2018-11-02 06:51:47
67046-030,Wordify,United States,New York,$153.21,2018-11-02 07:04:34
24385-268,Thoughtmix,Portugal,Amadora	,148.12€,2018-11-02 07:06:56
43419-018,Twitterbeat,France,Annecy,255.29€,2018-11-02 07:13:54
0615-7679,Gabcube,Portugal,Almada,410.42€,2018-11-02 07:59:04
68462-565,Ntags,Portugal,Lisbon,1018.27€,2018-11-02 09:18:11
51346-145,Gabcube,Portugal,Almada,987.39€,2018-11-02 10:50:57
51138-049,Ntags,Portugal,Lisbon,1173.25€,2018-11-02 12:53:21
54868-5165,Chatterbridge,Spain,Barcelona,677.31€,2018-11-02 14:07:11
16714-295,Shufflebeat,Portugal,Porto,325.95€,2018-11-02 15:16:43
54868-5165,Thoughtmix,Portugal,Amadora	,1330.76€,2018-11-02 15:30:46
58668-4281,Shufflebeat,Portugal,Porto,1104.05€,2018-11-02 18:38:19
68752-024,Shufflebeat,Portugal,Porto,783.21€,2018-11-02 20:02:54
13537-259,Zooxo,United Kingdom,London,£507.93,2018-11-02 21:24:45
54473-578,Thoughtmix,Portugal,Amadora	,217.42€,2018-11-02 22:07:34
10237-832,Ntags,Portugal,Lisbon,520.22€,2018-11-03 03:07:28
0268-6107,Twitterbeat,France,Annecy,463.38€,2018-11-03 03:22:12
52959-433,Shufflebeat,Portugal,Porto,319.46€,2018-11-03 04:34:55
49288-0285,Zoonder,United States,Boston,$710.95,2018-11-03 06:10:08
55700-014,Zoonder,United States,Boston,$691.88,2018-11-03 07:00:02
49520-501,Zooxo,United Kingdom,London,£659.7,2018-11-03 07:31:22
41163-428,Buzzbean,Germany,Düsseldorf,134.96€,2018-11-03 08:07:05
24286-1562,Gabcube,Portugal,Almada,282.55€,2018-11-03 11:57:21
58596-001,Wordify,United States,New York,$512.99,2018-11-03 12:19:16
55700-014,Ntags,Portugal,Lisbon,642.7€,2018-11-03 13:51:30
55700-014,Shufflebeat,Portugal,Porto,643.27€,2018-11-03 16:13:05
52959-433,Thoughtmix,Portugal,Amadora	,323.57€,2018-11-03 19:04:22
0268-1128,Yozio,Greece,Patras,352.18€,2018-11-03 23:14:15
51060-032,Thoughtmix,Portugal,Amadora	,1327.64€,2018-11-04 00:21:24
60505-2867,Bubblemix,Japan,Asaka,¥18574.38,2018-11-04 00:22:13
49288-0285,Chatterbridge,Spain,Barcelona,1478.32€,2018-11-04 01:11:17
0603-6134,Twitterbeat,France,Annecy,806.06€,2018-11-04 01:13:48
37205-992,Twitterbeat,France,Annecy,426.96€,2018-11-04 01:28:40
21695-931,Brainsphere,Portugal,Braga,671.37€,2018-11-04 03:09:14
68084-595,Buzzbean,Germany,Düsseldorf,295.04€,2018-11-04 03:22:23
0268-6107,Zoonder,United States,Boston,$509.12,2018-11-04 04:48:20
49967-724,Shufflebeat,Portugal,Porto,439.77€,2018-11-04 05:16:47
0228-2167,Eimbee,France,Amiens,910.46€,2018-11-04 05:57:24
68180-121,Thoughtmix,Portugal,Amadora	,919.43€,2018-11-04 06:20:12
62742-4030,Teklist,Netherlands,Arnhem,538.92€,2018-11-04 06:40:41
54092-515,Buzzbean,Germany,Düsseldorf,793.02€,2018-11-04 06:52:17
67046-030,Ntags,Portugal,Lisbon,112.63€,2018-11-04 07:32:19
68084-595,Avaveo,France,Nice,195.25€,2018-11-04 10:46:34
35356-325,Twitterbeat,France,Annecy,796.4€,2018-11-04 10:57:34
52380-1102,Thoughtmix,Portugal,Amadora	,361.98€,2018-11-04 12:19:56
49348-574,Twitterbeat,France,Annecy,285.49€,2018-11-04 20:55:48
67046-030,Chatterbridge,Spain,Barcelona,157.62€,2018-11-04 22:11:48
76314-002,Chatterbridge,Spain,Barcelona,447.29€,2018-11-04 23:38:34
42254-213,Buzzbean,Germany,Düsseldorf,204.84€,2018-11-05 00:46:31
41163-428,Thoughtmix,Portugal,Amadora	,130.43€,2018-11-05 02:31:57
49738-105,Zooxo,United Kingdom,London,£389.67,2018-11-05 07:14:46
54973-9150,Zooxo,United Kingdom,London,£768.43,2018-11-05 07:31:15
